"lon","lat","inc_date","inc_id","is_vehicle"
"-122.537679","45.531304","2025-09-15","25-190645","No"
"-122.555654","45.518684","2025-09-15","25-190643","Yes"
"-122.524181","45.553683","2025-09-15","25-190641","Yes"
"-122.570327","45.469659","2025-09-15","25-190640","No"
"-122.510785","45.522741","2025-09-15","25-190638","Yes"
"-122.578642","45.480611","2025-09-15","25-190637","Yes"
"-122.620581","45.481350","2025-09-15","25-190636","Yes"
"-122.579747","45.482337","2025-09-15","25-190634","Yes"
"-122.579597","45.486523","2025-09-15","25-190631","Yes"
"-122.659677","45.514531","2025-09-15","25-190620","No"
"-122.544970","45.571790","2025-09-15","25-190618","No"
"-122.567403","45.479415","2025-09-15","25-190617","No"
"-122.657222","45.526640","2025-09-15","25-190613","Yes"
"-122.568603","45.482818","2025-09-15","25-190605","No"
"-122.640762","45.529973","2025-09-15","25-190598","Yes"
"-122.510587","45.526463","2025-09-15","25-190597","Yes"
"-122.639861","45.529973","2025-09-15","25-190596","Yes"
"-122.563047","45.464525","2025-09-15","25-190594","Yes"
"-122.567569","45.505667","2025-09-15","25-190592","No"
"-122.503896","45.551356","2025-09-15","25-190590","No"
"-122.542113","45.476572","2025-09-15","25-190589","Yes"
"-122.602165","45.543614","2025-09-15","25-190588","Yes"
"-122.659758","45.512945","2025-09-15","25-190586","No"
"-122.582480","45.535490","2025-09-15","25-190584","No"
"-122.665120","45.591180","2025-09-15","25-190582","Yes"
"-122.579813","45.464188","2025-09-15","25-190581","No"
"-122.610877","45.522932","2025-09-15","25-190579","No"
"-122.666842","45.514393","2025-09-15","25-190577","No"
"-122.609761","45.496763","2025-09-15","25-190576","No"
"-122.677218","45.521868","2025-09-15","25-190575","No"
"-122.555030","45.481248","2025-09-15","25-190574","Yes"
"-122.656576","45.521007","2025-09-15","25-190566","No"
"-122.644393","45.529059","2025-09-15","25-190565","No"
"-122.655128","45.535713","2025-09-15","25-190561","Yes"
"-122.523841","45.557468","2025-09-15","25-190560","Yes"
"-122.603227","45.492383","2025-09-15","25-190557","No"
"-122.551348","45.498142","2025-09-15","25-190554","Yes"
"-122.658357","45.510039","2025-09-15","25-190552","Yes"
"-122.592626","45.487916","2025-09-15","25-190549","Yes"
"-122.688467","45.529976","2025-09-15","25-190546","No"
"-122.532669","45.481535","2025-09-15","25-190543","No"
"-122.663292","45.512293","2025-09-15","25-190541","No"
"-122.524450","45.526508","2025-09-15","25-190540","No"
"-122.663784","45.517237","2025-09-15","25-190533","No"
"-122.665814","45.517228","2025-09-15","25-190531","Yes"
"-122.528232","45.481862","2025-09-15","25-190529","No"
"-122.577188","45.465532","2025-09-15","25-190528","No"
"-122.684777","45.519630","2025-09-15","25-190524","No"
"-122.557724","45.523952","2025-09-15","25-190521","No"
"-122.586874","45.497234","2025-09-15","25-190518","Yes"
"-122.686976","45.515696","2025-09-15","25-190515","No"
"-122.559567","45.506696","2025-09-15","25-190513","No"
"-122.580876","45.485419","2025-09-15","25-190512","Yes"
"-122.662107","45.521573","2025-09-15","25-190510","No"
"-122.762821","45.590486","2025-09-15","25-190509","No"
"-122.584655","45.460991","2025-09-15","25-190507","No"
"-122.654420","45.520737","2025-09-15","25-190506","No"
"-122.513221","45.522240","2025-09-15","25-190505","No"
"-122.655568","45.523905","2025-09-15","25-190504","No"
"-122.674992","45.522597","2025-09-15","25-190502","No"
"-122.683092","45.534120","2025-09-15","25-190501","No"
"-122.691182","45.555694","2025-09-15","25-190500","No"
"-122.608727","45.479163","2025-09-15","25-190499","No"
"-122.711930","45.544240","2025-09-15","25-190498","Yes"
"-122.611461","45.549411","2025-09-15","25-190496","Yes"
"-122.647049","45.579588","2025-09-15","25-190495","Yes"
"-122.648250","45.578612","2025-09-15","25-190494","Yes"
"-122.601162","45.530236","2025-09-15","25-190492","Yes"
"-122.711132","45.538069","2025-09-15","25-190490","No"
"-122.645761","45.513550","2025-09-15","25-190488","No"
"-122.614878","45.551172","2025-09-15","25-190487","Yes"
"-122.638144","45.528361","2025-09-15","25-190485","No"
"-122.704384","45.613036","2025-09-15","25-190475","Yes"
"-122.672401","45.534708","2025-09-15","25-190470","Yes"
"-122.634856","45.506019","2025-09-15","25-190464","Yes"
"-122.571899","45.500296","2025-09-15","25-190462","No"
"-122.557914","45.556131","2025-09-15","25-190457","Yes"
"-122.600432","45.497465","2025-09-15","25-190456","No"
"-122.670979","45.534591","2025-09-15","25-190452","Yes"
"-122.635910","45.534412","2025-09-15","25-190445","Yes"
"-122.629073","45.532473","2025-09-15","25-190444","No"
"-122.578478","45.481920","2025-09-15","25-190442","No"
"-122.579602","45.518322","2025-09-15","25-190441","No"
"-122.659822","45.520275","2025-09-15","25-190438","No"
"-122.596004","45.490270","2025-09-15","25-190434","No"
"-122.620572","45.482776","2025-09-15","25-190433","Yes"
"-122.568242","45.553505","2025-09-15","25-190432","Yes"
"-122.560043","45.508031","2025-09-15","25-190430","No"
"-122.658829","45.514706","2025-09-15","25-190429","No"
"-122.655530","45.521776","2025-09-15","25-190428","No"
"-122.599558","45.566366","2025-09-15","25-190421","Yes"
"-122.646416","45.499943","2025-09-15","25-190419","Yes"
"-122.679961","45.579524","2025-09-15","25-190418","Yes"
"-122.546591","45.533654","2025-09-14","25-190413","No"
"-122.696037","45.577730","2025-09-14","25-190412","Yes"
"-122.686853","45.523213","2025-09-14","25-190405","No"
"-122.540104","45.532442","2025-09-14","25-190397","No"
"-122.540265","45.533075","2025-09-14","25-190396","No"
"-122.612518","45.497887","2025-09-14","25-190389","No"
"-122.555489","45.532466","2025-09-14","25-190387","Yes"
"-122.513105","45.518903","2025-09-14","25-190376","No"
"-122.561899","45.524136","2025-09-14","25-190374","No"
"-122.566867","45.519393","2025-09-14","25-190371","No"
"-122.591254","45.486478","2025-09-14","25-190369","Yes"
"-122.579273","45.503499","2025-09-14","25-190367","Yes"
"-122.662673","45.523086","2025-09-14","25-190360","No"
"-122.674319","45.523458","2025-09-14","25-190359","No"
"-122.672924","45.523255","2025-09-14","25-190357","No"
"-122.623397","45.523624","2025-09-14","25-190355","No"
"-122.671476","45.522984","2025-09-14","25-190354","No"
"-122.664982","45.526246","2025-09-14","25-190352","No"
"-122.675864","45.526712","2025-09-14","25-190349","No"
"-122.675783","45.528005","2025-09-14","25-190345","No"
"-122.672044","45.524510","2025-09-14","25-190339","No"
"-122.672586","45.526427","2025-09-14","25-190338","No"
"-122.670435","45.523315","2025-09-14","25-190337","No"
"-122.668329","45.571731","2025-09-14","25-190336","Yes"
"-122.674383","45.524848","2025-09-14","25-190335","No"
"-122.638456","45.487072","2025-09-14","25-190332","Yes"
"-122.639588","45.487076","2025-09-14","25-190330","No"
"-122.655680","45.506670","2025-09-14","25-190329","No"
"-122.656823","45.507441","2025-09-14","25-190328","No"
"-122.693489","45.515975","2025-09-14","25-190321","No"
"-122.673844","45.512272","2025-09-14","25-190320","No"
"-122.646544","45.517179","2025-09-14","25-190319","No"
"-122.592432","45.551135","2025-09-14","25-190318","Yes"
"-122.684847","45.556055","2025-09-14","25-190316","No"
"-122.585847","45.497219","2025-09-14","25-190314","No"
"-122.584698","45.485568","2025-09-14","25-190313","No"
"-122.668042","45.512324","2025-09-14","25-190311","No"
"-122.568535","45.465511","2025-09-14","25-190309","Yes"
"-122.681577","45.552087","2025-09-14","25-190308","Yes"
"-122.656560","45.514320","2025-08-15","25-179321","No"
"-122.641050","45.473310","2025-08-15","25-179320","No"
"-122.659425","45.513020","2025-08-15","25-179319","No"
"-122.562190","45.469096","2025-08-15","25-179316","Yes"
"-122.692760","45.561480","2025-08-15","25-179310","Yes"
"-122.633959","45.517940","2025-08-15","25-179307","Yes"
"-122.760850","45.597407","2025-08-15","25-179302","No"
"-122.764288","45.587367","2025-08-15","25-179293","Yes"
"-122.670051","45.536538","2025-08-15","25-179288","No"
"-122.674341","45.585487","2025-08-15","25-179283","Yes"
"-122.762170","45.586516","2025-08-15","25-179281","No"
"-122.679246","45.512790","2025-08-15","25-179279","No"
"-122.657418","45.509304","2025-08-15","25-179272","No"
"-122.670770","45.523852","2025-08-15","25-179260","No"
"-122.571775","45.474555","2025-08-15","25-179253","Yes"
"-122.680871","45.533452","2025-08-15","25-179249","No"
"-122.557329","45.529885","2025-08-15","25-179240","Yes"
"-122.550699","45.516979","2025-08-15","25-179236","No"
"-122.627372","45.504591","2025-08-15","25-179235","No"
"-122.654334","45.527878","2025-08-15","25-179218","No"
"-122.731619","45.591155","2025-08-15","25-179208","Yes"
"-122.574051","45.496458","2025-08-15","25-179202","Yes"
"-122.693273","45.587312","2025-08-15","25-179197","No"
"-122.691062","45.585269","2025-08-15","25-179196","Yes"
"-122.638241","45.511559","2025-08-15","25-179192","No"
"-122.567902","45.497252","2025-08-15","25-179187","No"
"-122.604579","45.493518","2025-08-15","25-179185","No"
"-122.678111","45.561206","2025-08-15","25-179178","No"
"-122.600314","45.497361","2025-08-15","25-179176","No"
"-122.679756","45.510009","2025-08-15","25-179174","No"
"-122.662670","45.471690","2025-08-15","25-179173","No"
"-122.618925","45.535867","2025-08-15","25-179171","No"
"-122.676522","45.503667","2025-08-14","25-179165","No"
"-122.566621","45.509005","2025-08-14","25-179162","Yes"
"-122.732874","45.554488","2025-08-14","25-179154","Yes"
"-122.633747","45.510792","2025-08-14","25-179144","Yes"
"-122.547834","45.502571","2025-08-14","25-179141","Yes"
"-122.557968","45.518419","2025-08-14","25-179140","Yes"
"-122.658965","45.547215","2025-08-14","25-179139","Yes"
"-122.558344","45.520002","2025-08-14","25-179137","No"
"-122.680116","45.569902","2025-08-14","25-179133","No"
"-122.599704","45.475628","2025-08-14","25-179128","Yes"
"-122.539060","45.529740","2025-08-14","25-179126","No"
"-122.570493","45.498598","2025-08-14","25-179125","Yes"
"-122.687296","45.525401","2025-08-14","25-179118","No"
"-122.630462","45.496770","2025-08-14","25-179115","No"
"-122.658054","45.522285","2025-08-14","25-179113","No"
"-122.670894","45.534454","2025-08-14","25-179112","Yes"
"-122.531312","45.519130","2025-08-14","25-179106","Yes"
"-122.633311","45.499789","2025-08-14","25-179105","No"
"-122.580219","45.474488","2025-08-14","25-179098","No"
"-122.567137","45.467332","2025-08-14","25-179094","No"
"-122.677929","45.580714","2025-08-14","25-179088","No"
"-122.656673","45.519353","2025-08-14","25-179080","Yes"
"-122.661136","45.501679","2025-08-14","25-179075","No"
"-122.661837","45.503172","2025-08-14","25-179073","No"
"-122.550355","45.498159","2025-08-14","25-179065","Yes"
"-122.766938","45.643598","2025-08-14","25-179064","No"
"-122.547584","45.548081","2025-08-14","25-179062","Yes"
"-122.571452","45.530871","2025-08-14","25-179058","Yes"
"-122.660052","45.496291","2025-08-14","25-179057","No"
"-122.659076","45.493418","2025-08-14","25-179052","No"
"-122.677633","45.529887","2025-08-14","25-179039","No"
"-122.703740","45.571162","2025-08-14","25-179038","Yes"
"-122.745679","45.587914","2025-08-14","25-179033","Yes"
"-122.681848","45.513744","2025-08-14","25-179032","No"
"-122.584457","45.527784","2025-08-14","25-179027","Yes"
"-122.585186","45.571548","2025-08-14","25-179023","No"
"-122.609516","45.473567","2025-08-14","25-179022","Yes"
"-122.538028","45.556011","2025-08-14","25-179018","No"
"-122.663528","45.600542","2025-08-14","25-179016","Yes"
"-122.567600","45.490800","2025-08-14","25-179015","No"
"-122.543156","45.555628","2025-08-14","25-179012","Yes"
"-122.650892","45.494924","2025-08-14","25-179011","Yes"
"-122.616320","45.463072","2025-08-14","25-179008","Yes"
"-122.580986","45.496173","2025-08-14","25-179003","No"
"-122.589050","45.486594","2025-08-14","25-178998","No"
"-122.604712","45.483054","2025-08-14","25-178995","Yes"
"-122.626015","45.496609","2025-08-14","25-178994","No"
"-122.676972","45.522969","2025-08-14","25-178991","No"
"-122.660503","45.498239","2025-08-14","25-178990","No"
"-122.661082","45.500305","2025-08-14","25-178987","No"
"-122.660937","45.499547","2025-08-14","25-178986","No"
"-122.491915","45.550571","2025-08-14","25-178985","No"
"-122.664141","45.498812","2025-08-14","25-178983","No"
"-122.562996","45.504420","2025-08-14","25-178979","No"
"-122.508080","45.522346","2025-08-14","25-178978","No"
"-122.572173","45.496419","2025-08-14","25-178977","No"
"-122.673959","45.517989","2025-08-14","25-178974","No"
"-122.512370","45.518410","2025-08-14","25-178970","No"
"-122.684252","45.507151","2025-08-14","25-178968","No"
"-122.680830","45.512803","2025-08-14","25-178967","No"
"-122.520298","45.559466","2025-08-14","25-178961","No"
"-122.573875","45.473954","2025-08-14","25-178959","Yes"
"-122.492792","45.550440","2025-08-14","25-178955","No"
"-122.657352","45.526764","2025-08-14","25-178954","No"
"-122.755984","45.585070","2025-08-14","25-178950","Yes"
"-122.666540","45.520275","2025-08-14","25-178949","No"
"-122.607272","45.472679","2025-08-14","25-178947","Yes"
"-122.667162","45.513675","2025-08-14","25-178946","Yes"
"-122.577224","45.518780","2025-08-14","25-178944","Yes"
"-122.759940","45.586486","2025-08-14","25-178943","Yes"
"-122.510654","45.522212","2025-08-14","25-178938","Yes"
"-122.661063","45.515846","2025-08-14","25-178937","Yes"
"-122.674803","45.539610","2025-08-14","25-178936","Yes"
"-122.639310","45.499174","2025-08-14","25-178927","No"
"-122.496709","45.503619","2025-08-14","25-178925","Yes"
"-122.541337","45.562552","2025-08-14","25-178924","No"
"-122.644220","45.497052","2025-08-14","25-178923","No"
"-122.740813","45.597990","2025-08-14","25-178921","Yes"
"-122.655326","45.514290","2025-08-14","25-178918","No"
"-122.657739","45.511512","2025-08-14","25-178915","No"
"-122.633600","45.509808","2025-08-14","25-178910","Yes"
"-122.696214","45.552534","2025-08-14","25-178909","No"
"-122.672561","45.517459","2025-08-14","25-178907","No"
"-122.692314","45.584702","2025-08-14","25-178905","Yes"
"-122.494945","45.502844","2025-08-14","25-178902","Yes"
"-122.603133","45.492775","2025-08-14","25-178900","No"
"-122.677980","45.522900","2025-08-14","25-178899","No"
"-122.593627","45.488243","2025-08-14","25-178898","Yes"
"-122.648570","45.498193","2025-08-14","25-178897","No"
"-122.737020","45.593827","2025-08-14","25-178896","Yes"
"-122.684396","45.461230","2025-08-14","25-178889","Yes"
"-122.573866","45.474684","2025-08-14","25-178884","Yes"
"-122.697888","45.554372","2025-08-14","25-178882","No"
"-122.636803","45.461002","2025-08-14","25-178880","No"
"-122.598211","45.562649","2025-08-14","25-178878","Yes"
"-122.634587","45.461825","2025-08-14","25-178877","No"
"-122.555418","45.532394","2025-08-14","25-178873","Yes"
"-122.562331","45.523308","2025-08-14","25-178870","Yes"
"-122.494966","45.504574","2025-08-14","25-178869","Yes"
"-122.562159","45.524413","2025-08-14","25-178867","No"
"-122.611350","45.491780","2025-08-14","25-178866","No"
"-122.628362","45.519836","2025-08-14","25-178863","Yes"
"-122.615963","45.537899","2025-08-14","25-178859","Yes"
"-122.618910","45.537775","2025-08-14","25-178857","No"
"-122.496280","45.533657","2025-08-14","25-178854","No"
"-122.555086","45.475981","2025-08-14","25-178853","No"
"-122.590070","45.587870","2025-08-14","25-178852","No"
"-122.661120","45.504956","2025-08-14","25-178848","No"
"-122.760547","45.587104","2025-08-14","25-178846","No"
"-122.554131","45.546813","2025-08-14","25-178844","Yes"
"-122.504050","45.549947","2025-08-14","25-178841","Yes"
"-122.669874","45.522987","2025-08-14","25-178839","No"
"-122.566561","45.517698","2025-08-14","25-178832","No"
"-122.561849","45.528371","2025-08-14","25-178831","Yes"
"-122.561851","45.529123","2025-08-14","25-178829","Yes"
"-122.487382","45.504063","2025-08-14","25-178828","No"
"-122.491642","45.504767","2025-08-14","25-178827","No"
"-122.484768","45.503665","2025-08-14","25-178825","Yes"
"-122.639154","45.517294","2025-08-14","25-178822","No"
"-122.633638","45.497500","2025-08-14","25-178808","No"
"-122.592713","45.503374","2025-08-14","25-178806","Yes"
"-122.640880","45.529670","2025-08-14","25-178805","No"
"-122.594402","45.493978","2025-08-14","25-178800","Yes"
"-122.686530","45.583600","2025-08-14","25-178798","No"
"-122.511489","45.492151","2025-08-14","25-178796","No"
"-122.648572","45.517186","2025-08-14","25-178794","No"
"-122.634550","45.561461","2025-08-14","25-178791","Yes"
"-122.692137","45.586244","2025-08-14","25-178790","No"
"-122.510943","45.504561","2025-08-14","25-178788","No"
"-122.559786","45.469616","2025-08-14","25-178779","Yes"
"-122.646431","45.517050","2025-08-14","25-178776","No"
"-122.486497","45.490523","2025-08-14","25-178775","Yes"
"-122.650603","45.517195","2025-08-14","25-178774","No"
"-122.617910","45.536513","2025-08-14","25-178766","No"
"-122.657360","45.523480","2025-08-14","25-178762","No"
"-122.575246","45.580367","2025-08-14","25-178761","Yes"
"-122.580299","45.535754","2025-08-14","25-178758","Yes"
"-122.566630","45.512800","2025-08-14","25-178756","No"
"-122.653475","45.522979","2025-08-14","25-178753","No"
"-122.579731","45.463327","2025-08-14","25-178748","Yes"
"-122.666548","45.576441","2025-08-14","25-178747","Yes"
"-122.487929","45.504589","2025-08-14","25-178745","Yes"
"-122.538060","45.484984","2025-08-14","25-178739","Yes"
"-122.538908","45.504808","2025-08-14","25-178737","Yes"
"-122.692338","45.524911","2025-08-13","25-178735","No"
"-122.658201","45.510055","2025-08-13","25-178729","No"
"-122.671366","45.509675","2025-08-13","25-178726","No"
"-122.687384","45.530443","2025-08-13","25-178723","No"
"-122.688883","45.614660","2025-08-13","25-178721","Yes"
"-122.680174","45.577831","2025-08-13","25-178720","Yes"
"-122.674423","45.499324","2025-08-13","25-178719","No"
"-122.658942","45.520075","2025-08-13","25-178717","No"
"-122.600771","45.524362","2025-08-13","25-178712","Yes"
"-122.542042","45.476454","2025-08-13","25-178711","Yes"
"-122.598710","45.491973","2025-08-13","25-178710","No"
"-122.672355","45.569208","2025-08-13","25-178709","Yes"
"-122.726721","45.552259","2025-08-13","25-178708","Yes"
"-122.642508","45.528241","2025-08-13","25-178707","Yes"
"-122.659070","45.537280","2025-08-13","25-178706","Yes"
"-122.597220","45.490130","2025-08-13","25-178704","No"
"-122.560687","45.465819","2025-08-13","25-178703","Yes"
"-122.560530","45.527880","2025-08-13","25-178699","Yes"
"-122.563756","45.473878","2025-08-13","25-178697","No"
"-122.686016","45.514953","2025-08-13","25-178683","No"
"-122.570858","45.480118","2025-08-13","25-178678","No"
"-122.546235","45.547992","2025-08-13","25-178676","Yes"
"-122.694180","45.514460","2025-08-13","25-178674","Yes"
"-122.686430","45.534336","2025-08-13","25-178670","No"
"-122.572132","45.513620","2025-07-15","25-168034","No"
"-122.703168","45.543995","2025-07-15","25-168032","No"
"-122.658206","45.514443","2025-07-15","25-168031","No"
"-122.758519","45.590060","2025-07-15","25-168030","Yes"
"-122.655170","45.477230","2025-07-15","25-168028","No"
"-122.702787","45.533992","2025-07-15","25-168026","Yes"
"-122.665812","45.459260","2025-07-15","25-168022","No"
"-122.680421","45.512591","2025-07-15","25-168020","No"
"-122.572194","45.525754","2025-07-15","25-168019","Yes"
"-122.680847","45.523770","2025-07-15","25-168017","No"
"-122.642937","45.527209","2025-07-15","25-168007","Yes"
"-122.710263","45.582344","2025-07-15","25-168006","Yes"
"-122.630306","45.533768","2025-07-15","25-168003","No"
"-122.655508","45.491991","2025-07-15","25-168000","Yes"
"-122.654803","45.503416","2025-07-15","25-167996","No"
"-122.608318","45.478711","2025-07-15","25-167995","No"
"-122.561055","45.475755","2025-07-15","25-167994","Yes"
"-122.541550","45.571030","2025-07-15","25-167992","No"
"-122.620621","45.479898","2025-07-15","25-167987","Yes"
"-122.658207","45.510069","2025-07-15","25-167986","Yes"
"-122.658380","45.520630","2025-07-15","25-167983","No"
"-122.696957","45.539102","2025-07-15","25-167979","No"
"-122.681918","45.516041","2025-07-15","25-167977","No"
"-122.586713","45.465962","2025-07-15","25-167978","No"
"-122.514988","45.559165","2025-07-15","25-167976","No"
"-122.681054","45.556943","2025-07-15","25-167975","No"
"-122.679820","45.523624","2025-07-15","25-167969","No"
"-122.674913","45.517324","2025-07-15","25-167964","No"
"-122.673296","45.516121","2025-07-15","25-167963","No"
"-122.579859","45.496916","2025-07-15","25-167962","Yes"
"-122.754166","45.586241","2025-07-15","25-167960","No"
"-122.690801","45.526634","2025-07-15","25-167956","No"
"-122.656607","45.520779","2025-07-15","25-167954","Yes"
"-122.667648","45.538246","2025-07-15","25-167951","No"
"-122.623329","45.571064","2025-07-15","25-167944","Yes"
"-122.690336","45.525661","2025-07-15","25-167942","No"
"-122.585396","45.471215","2025-07-15","25-167941","Yes"
"-122.683405","45.514862","2025-07-15","25-167939","No"
"-122.685367","45.584607","2025-07-15","25-167938","Yes"
"-122.563069","45.464567","2025-07-15","25-167937","Yes"
"-122.555049","45.579051","2025-07-15","25-167936","Yes"
"-122.660347","45.535165","2025-07-15","25-167933","No"
"-122.647537","45.527394","2025-07-15","25-167931","No"
"-122.586801","45.477304","2025-07-15","25-167930","Yes"
"-122.705014","45.538027","2025-07-15","25-167929","Yes"
"-122.685847","45.515068","2025-07-15","25-167927","No"
"-122.594504","45.526157","2025-07-15","25-167926","Yes"
"-122.547829","45.553565","2025-07-15","25-167919","Yes"
"-122.686172","45.525427","2025-07-15","25-167915","No"
"-122.672825","45.533385","2025-07-15","25-167912","No"
"-122.667819","45.537143","2025-07-15","25-167911","No"
"-122.578693","45.539395","2025-07-15","25-167908","No"
"-122.496915","45.549964","2025-07-15","25-167904","Yes"
"-122.692601","45.517794","2025-07-15","25-167899","No"
"-122.761509","45.585874","2025-07-15","25-167898","Yes"
"-122.549787","45.468349","2025-07-15","25-167895","Yes"
"-122.624953","45.538219","2025-07-15","25-167891","Yes"
"-122.766278","45.583410","2025-07-15","25-167890","No"
"-122.763798","45.593059","2025-07-15","25-167889","Yes"
"-122.561060","45.525000","2025-07-15","25-167887","Yes"
"-122.686204","45.514088","2025-07-15","25-167882","No"
"-122.659011","45.527019","2025-07-15","25-167877","No"
"-122.557203","45.560805","2025-07-15","25-167873","Yes"
"-122.568606","45.463927","2025-07-15","25-167871","Yes"
"-122.646695","45.514245","2025-07-15","25-167870","No"
"-122.631290","45.543830","2025-07-15","25-167860","Yes"
"-122.558337","45.520109","2025-07-15","25-167857","No"
"-122.619647","45.536468","2025-07-15","25-167856","No"
"-122.754421","45.592385","2025-07-15","25-167850","No"
"-122.556399","45.532021","2025-07-15","25-167849","Yes"
"-122.713578","45.540491","2025-07-15","25-167848","Yes"
"-122.658459","45.491893","2025-07-15","25-167846","No"
"-122.635898","45.527992","2025-07-15","25-167845","Yes"
"-122.656673","45.519353","2025-07-15","25-167843","No"
"-122.620060","45.570088","2025-07-15","25-167842","Yes"
"-122.753495","45.583515","2025-07-14","25-167839","No"
"-122.700110","45.540660","2025-07-14","25-167838","Yes"
"-122.620582","45.485684","2025-07-14","25-167837","Yes"
"-122.687022","45.515490","2025-07-14","25-167834","No"
"-122.621050","45.563020","2025-07-14","25-167833","No"
"-122.537078","45.490959","2025-07-14","25-167829","No"
"-122.665835","45.514391","2025-07-14","25-167826","No"
"-122.688649","45.534966","2025-07-14","25-167822","No"
"-122.492554","45.493599","2025-07-14","25-167820","No"
"-122.646670","45.499250","2025-07-14","25-167819","No"
"-122.611959","45.562761","2025-07-14","25-167818","No"
"-122.688999","45.556086","2025-07-14","25-167814","No"
"-122.538763","45.533420","2025-07-14","25-167813","No"
"-122.682883","45.556233","2025-07-14","25-167812","No"
"-122.614439","45.484407","2025-07-14","25-167811","Yes"
"-122.696477","45.610923","2025-07-14","25-167810","No"
"-122.625855","45.515734","2025-07-14","25-167805","No"
"-122.522219","45.490540","2025-07-14","25-167804","Yes"
"-122.652676","45.577297","2025-07-14","25-167802","Yes"
"-122.563203","45.478967","2025-07-14","25-167798","Yes"
"-122.564093","45.467040","2025-07-14","25-167791","No"
"-122.576330","45.532162","2025-07-14","25-167790","Yes"
"-122.571080","45.462860","2025-07-14","25-167789","No"
"-122.570794","45.530891","2025-07-14","25-167788","No"
"-122.547766","45.534200","2025-07-14","25-167780","No"
"-122.564949","45.556021","2025-07-14","25-167778","Yes"
"-122.508127","45.519154","2025-07-14","25-167777","Yes"
"-122.569840","45.530861","2025-07-14","25-167770","Yes"
"-122.563098","45.519786","2025-07-14","25-167756","Yes"
"-122.628150","45.513197","2025-07-14","25-167751","Yes"
"-122.682909","45.516402","2025-07-14","25-167749","No"
"-122.496384","45.516046","2025-07-14","25-167746","No"
"-122.491075","45.504585","2025-07-14","25-167744","No"
"-122.668099","45.514358","2025-07-14","25-167743","No"
"-122.678181","45.517294","2025-07-14","25-167741","No"
"-122.685231","45.523906","2025-07-14","25-167740","No"
"-122.604396","45.497195","2025-07-14","25-167738","No"
"-122.630657","45.533104","2025-07-14","25-167737","No"
"-122.647388","45.511654","2025-07-14","25-167735","Yes"
"-122.669456","45.540997","2025-07-14","25-167734","Yes"
"-122.521128","45.518770","2025-07-14","25-167728","Yes"
"-122.657817","45.517740","2025-07-14","25-167727","No"
"-122.660961","45.536445","2025-07-14","25-167724","No"
"-122.657247","45.512305","2025-07-14","25-167721","No"
"-122.686107","45.556161","2025-07-14","25-167720","No"
"-122.557862","45.529886","2025-07-14","25-167713","Yes"
"-122.652896","45.481523","2025-07-14","25-167712","No"
"-122.573429","45.474800","2025-07-14","25-167710","Yes"
"-122.558675","45.476155","2025-07-14","25-167708","No"
"-122.661906","45.503204","2025-07-14","25-167705","No"
"-122.687455","45.526674","2025-07-14","25-167703","No"
"-122.552694","45.478417","2025-07-14","25-167699","No"
"-122.655960","45.507010","2025-07-14","25-167694","No"
"-122.670869","45.534431","2025-07-14","25-167692","Yes"
"-122.578150","45.532600","2025-07-14","25-167686","No"
"-122.642960","45.463094","2025-07-14","25-167685","No"
"-122.624150","45.507590","2025-07-14","25-167683","No"
"-122.670325","45.504200","2025-07-14","25-167678","No"
"-122.683835","45.584522","2025-07-14","25-167674","Yes"
"-122.660664","45.498897","2025-07-14","25-167672","No"
"-122.761289","45.598090","2025-07-14","25-167669","No"
"-122.633590","45.497505","2025-07-14","25-167668","Yes"
"-122.571979","45.484720","2025-07-14","25-167667","Yes"
"-122.730522","45.585990","2025-07-14","25-167661","Yes"
"-122.632465","45.496829","2025-07-14","25-167658","Yes"
"-122.676108","45.542704","2025-07-14","25-167656","No"
"-122.672675","45.539867","2025-07-14","25-167654","Yes"
"-122.496499","45.517329","2025-07-14","25-167652","Yes"
"-122.523860","45.526200","2025-07-14","25-167649","Yes"
"-122.532282","45.567590","2025-07-14","25-167646","No"
"-122.698789","45.539308","2025-07-14","25-167644","No"
"-122.679085","45.497726","2025-07-14","25-167642","No"
"-122.660240","45.518591","2025-07-14","25-167641","No"
"-122.540910","45.504083","2025-07-14","25-167640","Yes"
"-122.634342","45.486466","2025-07-14","25-167639","Yes"
"-122.611713","45.510610","2025-07-14","25-167638","Yes"
"-122.682349","45.594522","2025-07-14","25-167637","No"
"-122.568462","45.471328","2025-07-14","25-167636","No"
"-122.567398","45.471472","2025-07-14","25-167635","No"
"-122.698301","45.463486","2025-07-14","25-167634","No"
"-122.729704","45.592002","2025-07-14","25-167631","No"
"-122.698873","45.536917","2025-07-14","25-167630","No"
"-122.604777","45.483311","2025-07-14","25-167629","Yes"
"-122.657558","45.494947","2025-07-14","25-167627","No"
"-122.669783","45.525329","2025-07-14","25-167622","No"
"-122.685423","45.577035","2025-07-14","25-167621","No"
"-122.537380","45.539714","2025-07-14","25-167619","No"
"-122.637497","45.487074","2025-07-14","25-167616","Yes"
"-122.661232","45.515841","2025-07-14","25-167615","No"
"-122.661329","45.514437","2025-07-14","25-167611","No"
"-122.586110","45.467690","2025-07-14","25-167609","No"
"-122.656219","45.516533","2025-07-14","25-167606","No"
"-122.753838","45.587101","2025-07-14","25-167604","No"
"-122.542877","45.540894","2025-07-14","25-167596","Yes"
"-122.573964","45.468014","2025-07-14","25-167593","No"
